,Serial Number,State_RTC,Route Link,Route Name,Boarding_point,Destination
380,381,KTCL,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao,Mopa Airport,Margao
381,382,KTCL,https://www.redbus.in/bus-tickets/belagavi-to-saquelim,Belagavi to Saquelim,Belagavi,Saquelim
382,383,KTCL,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Panaji to Mopa Airport,Panaji,Mopa Airport
383,384,KTCL,https://www.redbus.in/bus-tickets/saquelim-to-belagavi,Saquelim to Belagavi,Saquelim,Belagavi
384,385,KTCL,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,Calangute (goa) to Goa,Calangute (goa),Goa
385,386,KTCL,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji,Calangute (goa),Panaji
386,387,KTCL,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji,Goa Airport,Panaji
387,388,SBSTC,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Kolkata to Siliguri,Kolkata,Siliguri
388,389,SBSTC,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,Siliguri,Kolkata
389,390,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-darjeeling,Siliguri to Darjeeling,Siliguri,Darjeeling
390,391,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,Kolkata to Raiganj,Kolkata,Raiganj
391,392,NBSTC,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Raiganj to Kolkata,Raiganj,Kolkata
392,393,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-malda,Kolkata to Malda,Kolkata,Malda
393,394,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-berhampore,Cooch Behar (West Bengal) to Berhampore (West Bengal),Cooch Behar (West Bengal),Berhampore (West Bengal)
394,395,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-cooch-behar-west-bengal,Kolkata to Cooch Behar (West Bengal),Kolkata,Cooch Behar (West Bengal)
395,396,NBSTC,https://www.redbus.in/bus-tickets/malda-to-kolkata,Malda to Kolkata,Malda,Kolkata
396,397,NBSTC,https://www.redbus.in/bus-tickets/berhampore-to-cooch-behar-west-bengal,Berhampore (West Bengal) to Cooch Behar (West Bengal),Berhampore (West Bengal),Cooch Behar (West Bengal)
397,398,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-kolkata,Cooch Behar (West Bengal) to Kolkata,Cooch Behar (West Bengal),Kolkata
398,399,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-balurghat,Kolkata to Balurghat,Kolkata,Balurghat
399,400,NBSTC,https://www.redbus.in/bus-tickets/berhampore-to-siliguri,Berhampore (West Bengal) to Siliguri,Berhampore (West Bengal),Siliguri
400,401,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-berhampore,Siliguri to Berhampore (West Bengal),Siliguri,Berhampore (West Bengal)
401,402,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur,Kolkata to Gangarampur,Kolkata,Gangarampur
402,403,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-kalimpong,Siliguri to Kalimpong,Siliguri,Kalimpong
403,404,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-malda,Cooch Behar (West Bengal) to Malda,Cooch Behar (West Bengal),Malda
404,405,NBSTC,https://www.redbus.in/bus-tickets/malda-to-cooch-behar-west-bengal,Malda to Cooch Behar (West Bengal),Malda,Cooch Behar (West Bengal)
405,406,NBSTC,https://www.redbus.in/bus-tickets/balurghat-to-kolkata,Balurghat to Kolkata,Balurghat,Kolkata
406,407,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-jalpaiguri,Kolkata to Jalpaiguri,Kolkata,Jalpaiguri
407,408,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal,Kolkata to Islampur (West Bengal),Kolkata,Islampur (West Bengal)
408,409,NBSTC,https://www.redbus.in/bus-tickets/falakata-to-berhampore,Falakata (west bengal) to Berhampore (West Bengal),Falakata (west bengal),Berhampore (West Bengal)
409,410,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-falakata,Kolkata to Falakata (west bengal),Kolkata,Falakata (west bengal)
410,411,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-raiganj,Cooch Behar (West Bengal) to Raiganj,Cooch Behar (West Bengal),Raiganj
411,412,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-cooch-behar-west-bengal,Siliguri to Cooch Behar (West Bengal),Siliguri,Cooch Behar (West Bengal)
412,413,NBSTC,https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar,Raiganj to Krishnanagar (West Bengal),Raiganj,Krishnanagar (West Bengal)
413,414,NBSTC,https://www.redbus.in/bus-tickets/raiganj-to-siliguri,Raiganj to Siliguri,Raiganj,Siliguri
414,415,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,Kolkata to Buniadpur,Kolkata,Buniadpur
415,416,NBSTC,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,Gangarampur to Kolkata,Gangarampur,Kolkata
416,417,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,Siliguri to Ranaghat,Siliguri,Ranaghat
417,418,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,Siliguri to Krishnanagar (West Bengal),Siliguri,Krishnanagar (West Bengal)
418,419,NBSTC,https://www.redbus.in/bus-tickets/falakata-to-kolkata,Falakata (west bengal) to Kolkata,Falakata (west bengal),Kolkata
419,420,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-farakka,Kolkata to Farakka,Kolkata,Farakka
420,421,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,Siliguri to Raiganj,Siliguri,Raiganj
421,422,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-dhupguri-west-bengal,Kolkata to Dhupguri (West Bengal),Kolkata,Dhupguri (West Bengal)
422,423,NBSTC,https://www.redbus.in/bus-tickets/falakata-to-malda,Falakata (west bengal) to Malda,Falakata (west bengal),Malda
423,424,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-gazole,Kolkata to Gazole,Kolkata,Gazole
424,425,NBSTC,https://www.redbus.in/bus-tickets/berhampore-to-falakata,Berhampore (West Bengal) to Falakata (west bengal),Berhampore (West Bengal),Falakata (west bengal)
425,426,NBSTC,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,Balurghat to Siliguri,Balurghat,Siliguri
426,427,NBSTC,https://www.redbus.in/bus-tickets/siliguri-to-barasat-west-bengal,Siliguri to Barasat (West Bengal),Siliguri,Barasat (West Bengal)
427,428,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-maynaguri-west-bengal,Kolkata to Maynaguri (West Bengal),Kolkata,Maynaguri (West Bengal)
428,429,NBSTC,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,Kolkata to Itahar (West Bengal),Kolkata,Itahar (West Bengal)
429,430,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-krishnanagar,Cooch Behar (West Bengal) to Krishnanagar (West Bengal),Cooch Behar (West Bengal),Krishnanagar (West Bengal)
430,431,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-omarpur-west-bengal,Cooch Behar (West Bengal) to Omarpur (West Bengal),Cooch Behar (West Bengal),Omarpur (West Bengal)
431,432,NBSTC,https://www.redbus.in/bus-tickets/berhampore-to-jalpaiguri,Berhampore (West Bengal) to Jalpaiguri,Berhampore (West Bengal),Jalpaiguri
432,433,NBSTC,https://www.redbus.in/bus-tickets/malda-to-siliguri,Malda to Siliguri,Malda,Siliguri
433,434,NBSTC,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,Raiganj to Ranaghat,Raiganj,Ranaghat
434,435,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-farakka,Cooch Behar (West Bengal) to Farakka,Cooch Behar (West Bengal),Farakka
435,436,NBSTC,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-siliguri,Cooch Behar (West Bengal) to Siliguri,Cooch Behar (West Bengal),Siliguri
436,437,KAAC Transport,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Diphu to Guwahati,Diphu,Guwahati
437,438,KAAC Transport,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu,Guwahati,Diphu
438,439,KAAC Transport,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Bokolia (assam) to Guwahati,Bokolia (assam),Guwahati
439,440,KAAC Transport,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Dokmoka to Guwahati,Dokmoka,Guwahati
440,441,KAAC Transport,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka,Guwahati,Dokmoka
441,442,KAAC Transport,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam),Guwahati,Bokolia (assam)
442,443,KAAC Transport,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Langhin (assam) to Guwahati,Langhin (assam),Guwahati
443,444,KAAC Transport,https://www.redbus.in/bus-tickets/diphu-to-hamren,Diphu to Hamren,Diphu,Hamren
444,445,KAAC Transport,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam),Guwahati,Langhin (assam)
445,446,KAAC Transport,https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Guwahati to Manja (assam),Guwahati,Manja (assam)
446,447,KAAC Transport,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Manja (assam) to Guwahati,Manja (assam),Guwahati
447,448,KAAC Transport,https://www.redbus.in/bus-tickets/hamren-to-diphu,Hamren to Diphu,Hamren,Diphu
448,449,UPSRTC,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi,Bareilly,Delhi
449,450,UPSRTC,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi,Aligarh (uttar pradesh),Delhi
450,451,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly,Delhi,Bareilly
451,452,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh),Delhi,Aligarh (uttar pradesh)
452,453,UPSRTC,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi,Farrukhabad (Uttar Pradesh),Delhi
453,454,UPSRTC,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi,Badaun,Delhi
454,455,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad,Lucknow,Allahabad
455,456,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi,Lucknow,Varanasi
456,457,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun,Delhi,Badaun
457,458,UPSRTC,https://www.redbus.in/bus-tickets/agra-to-bareilly,Agra to Bareilly,Agra,Bareilly
458,459,UPSRTC,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow,Allahabad,Lucknow
459,460,UPSRTC,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi,Sitapur (Uttar Pradesh),Delhi
460,461,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh),Delhi,Farrukhabad (Uttar Pradesh)
461,462,UPSRTC,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi,Moradabad,Delhi
462,463,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar,Delhi,Haridwar
463,464,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh),Delhi,Sitapur (Uttar Pradesh)
464,465,UPSRTC,https://www.redbus.in/bus-tickets/bareilly-to-agra,Bareilly to Agra,Bareilly,Agra
465,466,UPSRTC,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow,Agra,Lucknow
466,467,UPSRTC,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi,Kanpur (Uttar Pradesh),Jhansi
467,468,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra,Lucknow,Agra
468,469,UPSRTC,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow,Varanasi,Lucknow
469,470,UPSRTC,https://www.redbus.in/bus-tickets/bareilly-to-haridwar,Bareilly to Haridwar,Bareilly,Haridwar
470,471,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Delhi,Agra
471,472,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh),Delhi,Shahjahanpur (Uttar Pradesh)
472,473,UPSRTC,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Agra,Delhi
473,474,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia,Lucknow,Ballia
474,475,UPSRTC,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun,Bareilly,Dehradun
475,476,UPSRTC,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Allahabad to Azamgarh,Allahabad,Azamgarh
476,477,UPSRTC,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly,Kanpur (Uttar Pradesh),Bareilly
477,478,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya,Lucknow,Ayodhya
478,479,UPSRTC,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow,Aligarh (uttar pradesh),Lucknow
479,480,UPSRTC,https://www.redbus.in/bus-tickets/aligarh-to-agra,Aligarh (uttar pradesh) to Agra,Aligarh (uttar pradesh),Agra
480,481,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-haridwar,Lucknow to Haridwar,Lucknow,Haridwar
481,482,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh),Lucknow,Kanpur (Uttar Pradesh)
482,483,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-aligarh,Lucknow to Aligarh (uttar pradesh),Lucknow,Aligarh (uttar pradesh)
483,484,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh),Delhi,Etah (Uttar Pradesh)
484,485,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-kotdwar,Delhi to Kotdwar (Uttarakhand),Delhi,Kotdwar (Uttarakhand)
485,486,UPSRTC,https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi,Allahabad,Varanasi
486,487,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad,Delhi,Moradabad
487,488,UPSRTC,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad,Varanasi,Allahabad
488,489,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-jaunpur,Lucknow to Jaunpur,Lucknow,Jaunpur
489,490,UPSRTC,https://www.redbus.in/bus-tickets/aligarh-to-haridwar,Aligarh (uttar pradesh) to Haridwar,Aligarh (uttar pradesh),Haridwar
490,491,UPSRTC,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi,Shahjahanpur (Uttar Pradesh),Delhi
491,492,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh,Lucknow,Azamgarh
492,493,UPSRTC,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow,Jaunpur,Lucknow
493,494,UPSRTC,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow,Kanpur (Uttar Pradesh),Lucknow
494,495,UPSRTC,https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar,Agra,Haridwar
495,496,UPSRTC,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh),Lucknow,Gorakhpur (uttar pradesh)
496,497,UPSRTC,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani,Delhi,Haldwani
497,498,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandigarh,Delhi
498,499,HRTC,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Delhi,Chandigarh
499,500,CTU RTC,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh,Yamuna Nagar,Chandigarh
500,501,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla,Chandigarh,Shimla
501,502,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan,Chandigarh,Vrindavan
502,503,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar,Chandigarh,Yamuna Nagar
503,504,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh),Chandigarh,Sujanpur (himachal pradesh)
504,505,CTU RTC,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh,Ludhiana,Chandigarh
505,506,HRTC,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh,Hamirpur (Himachal Pradesh),Chandigarh
506,507,CTU RTC,https://www.redbus.in/bus-tickets/vrindavan-to-chandigarh,Vrindavan to Chandigarh,Vrindavan,Chandigarh
507,508,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh),Chandigarh,Hamirpur (Himachal Pradesh)
508,509,CTU RTC,https://www.redbus.in/bus-tickets/sujanpur-to-chandigarh,Sujanpur (himachal pradesh) to Chandigarh,Sujanpur (himachal pradesh),Chandigarh
509,510,HRTC,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh,Shimla,Chandigarh
510,511,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana,Chandigarh,Ludhiana
511,512,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh),Chandigarh,Dharamshala (Himachal Pradesh)
512,513,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun,Chandigarh,Dehradun
513,514,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Chandigarh to Baijnath,Chandigarh,Baijnath
514,515,CTU RTC,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh,Pathankot,Chandigarh
515,516,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-haridwar,Chandigarh to Haridwar,Chandigarh,Haridwar
516,517,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot,Chandigarh,Pathankot
517,518,CTU RTC,https://www.redbus.in/bus-tickets/talwara-to-chandigarh,Talwara to Chandigarh,Talwara,Chandigarh
518,519,CTU RTC,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh,Dehradun,Chandigarh
519,520,CTU RTC,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Amritsar to Chandigarh,Amritsar,Chandigarh
520,521,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh to Rishikesh,Chandigarh,Rishikesh
521,522,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-talwara,Chandigarh to Talwara,Chandigarh,Talwara
522,523,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-dinanagar-punjab,Chandigarh to Dinanagar (punjab),Chandigarh,Dinanagar (punjab)
523,524,CTU RTC,https://www.redbus.in/bus-tickets/dinanagar-punjab-to-chandigarh,Dinanagar (punjab) to Chandigarh,Dinanagar (punjab),Chandigarh
524,525,CTU RTC,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Rishikesh to Chandigarh,Rishikesh,Chandigarh
525,526,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh to Amritsar,Chandigarh,Amritsar
526,527,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-agra,Chandigarh to Agra,Chandigarh,Agra
527,528,HRTC,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh,Dharamshala (Himachal Pradesh),Chandigarh
528,529,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-katra,Chandigarh to Katra (jammu and kashmir),Chandigarh,Katra (jammu and kashmir)
529,530,CTU RTC,https://www.redbus.in/bus-tickets/hisar-haryana-to-chandigarh,Hisar (Haryana) to Chandigarh,Hisar (Haryana),Chandigarh
530,531,CTU RTC,https://www.redbus.in/bus-tickets/rohtak-to-chandigarh,Rohtak to Chandigarh,Rohtak,Chandigarh
531,532,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-una,Chandigarh to Una (Himachal Pradesh),Chandigarh,Una (Himachal Pradesh)
532,533,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k),Chandigarh,Jammu (j and k)
533,534,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-rohtak,Chandigarh to Rohtak,Chandigarh,Rohtak
534,535,HRTC,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali,Chandigarh,Manali
535,536,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani,Chandigarh,Haldwani
536,537,CTU RTC,https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh,Jawala Ji,Chandigarh
537,538,CTU RTC,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Agra to Chandigarh,Agra,Chandigarh
538,539,CTU RTC,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh,Jammu (j and k),Chandigarh
539,540,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Chandigarh to Hisar (Haryana),Chandigarh,Hisar (Haryana)
540,541,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Chandigarh to Kathgodam,Chandigarh,Kathgodam
541,542,CTU RTC,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Haridwar to Chandigarh,Haridwar,Chandigarh
542,543,CTU RTC,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Katra (jammu and kashmir) to Chandigarh,Katra (jammu and kashmir),Chandigarh
543,544,CTU RTC,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh,Baijnath,Chandigarh
544,545,CTU RTC,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Narnaul to Chandigarh,Narnaul,Chandigarh
545,546,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,Chandigarh to Jawala Ji,Chandigarh,Jawala Ji
546,547,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jammu (j and k) to Srinagar,Jammu (j and k),Srinagar
547,548,JKSRTC,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Delhi to Srinagar,Delhi,Srinagar
548,549,JKSRTC,https://www.redbus.in/bus-tickets/srinagar-to-jammu,Srinagar to Jammu (j and k),Srinagar,Jammu (j and k)
549,550,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Jammu (j and k) to Haridwar,Jammu (j and k),Haridwar
550,551,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-delhi,Jammu (j and k) to Delhi,Jammu (j and k),Delhi
551,552,JKSRTC,https://www.redbus.in/bus-tickets/delhi-to-jammu,Delhi to Jammu (j and k),Delhi,Jammu (j and k)
552,553,JKSRTC,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k),Katra (jammu and kashmir),Jammu (j and k)
553,554,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir),Jammu (j and k),Katra (jammu and kashmir)
554,555,JKSRTC,https://www.redbus.in/bus-tickets/mendhar-j-k-to-jammu,Mendhar (J & K) to Jammu (j and k),Mendhar (J & K),Jammu (j and k)
555,556,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-poonch,Jammu (j and k) to Poonch,Jammu (j and k),Poonch
556,557,JKSRTC,https://www.redbus.in/bus-tickets/haridwar-to-jammu,Haridwar to Jammu (j and k),Haridwar,Jammu (j and k)
557,558,CTU RTC,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k),Chandigarh,Jammu (j and k)
558,559,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-kishtwar,Jammu (j and k) to Kishtwar,Jammu (j and k),Kishtwar
559,560,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-mendhar-j-k,Jammu (j and k) to Mendhar (J & K),Jammu (j and k),Mendhar (J & K)
560,561,JKSRTC,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar,Jammu (j and k),Amritsar
561,562,JKSRTC,https://www.redbus.in/bus-tickets/ajmer-to-jammu,Ajmer to Jammu (j and k),Ajmer,Jammu (j and k)
